video_id;title;publish_date;video_length_seconds;wiedergabezeit_minuten;durchschnittliche_wiedergabedauer_prozent;gewonnene_abonnenten;verlorene_abonnenten;likes;dislikes;geteilte_inhalte;kommentare;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-;audience_female_age13-17;audience_male_age13-17;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Mag ich nicht-Bewertungen;Im Feed angezeigt;Impressionen;Bewertung_Titel;Gestaltung_Thumbnail;theme_Bilder;theme_Krieg;theme_Politik;theme_Sonstiges;theme_Wirtschaft
YAioJYksKxw;"""Nächste Runde im Ampel-Zoff - Habeck kontert Lindner: """"Sollte ich Kanzler werden ..."""" | ntv""";21.08.2024 11:06;89;24813;0,0;16,0;0;407;172;116;487,0;0,2;0,9;0,5;2,8;1,1;4,8;2,8;7,6;9,5;18,7;22,2;29,0;;;1425,0;459;0;0;172;0;356772,0;7,5;3;False;False;True;False;False
0DZfPFw6vAo;"""Woidke nach erster Hochrechnung: """"Scheint, dass Sozialdemokraten Extremisten gestoppt haben"""" | ntv""";22.09.2024 19:52;234;14497;35,24;6,0;0;64;192;17;221,0;1,0;7,7;2,3;16,1;2,2;15,4;2,5;11,4;5,0;14,0;7,3;15,2;;;1717,0;70;0;0;192;0;753433,0;6,5;3;False;False;True;False;False
WNNWYQ_vmG0;Hochwasser naht: Weiterer Teil der Carolabrücke abgebrochen | ntv;13.09.2024 09:43;96;76641;64,84;37,0;2;494;31;297;148,0;0,5;3,2;1,5;8,0;2,5;10,6;3,1;10,9;6,4;18,8;9,9;24,2;;1,0;12183,0;498;0;0;31;0;785291,0;7,5;2;False;False;False;True;False
kGMgjosHYl4;Bundespolizei zieht Bilanz: Hannover ist von Messerattacken am häufigsten betroffen | ntv;19.08.2024 12:20;95;8415;65,45;10,0;0;188;22;277;139,0;0,3;4,9;1,9;11,7;2,3;13,6;3,9;10,7;8,3;15,1;14,7;12,7;;;957,0;42;0;0;22;0;182674,0;6,5;1;False;False;False;True;False
sxWLxAQCZSQ;"""""""Auftaktsieg gibt Hoffnung"""": Matthäus glaubt an deutschen EM-Gewinn | ntv""";16.06.2024 20:46;107;733;41,79;0,0;1;18;2;4;7,0;;;;16,0;;23,5;;19,1;3,4;18,1;5,5;14,3;;;67,0;3;0;0;2;0;26242,0;7,5;2;False;False;False;True;False
_Wi220gafQ8;Von einem Euro bleiben nach Abgaben im Schnitt 47 Cent - Steuerzahlergedenktag als Mahnung | ntv;11.07.2024 13:10;117;2744;58,05;2,0;0;70;10;47;36,0;;3,5;1,3;12,6;2,6;15,9;6,5;11,3;5,9;13,9;12,0;14,6;;;188,0;0;0;0;10;0;70014,0;6,5;1;False;False;False;False;True
HHM5H1S0KF0;Wassermassen sprengen Lärmschutzwand an der B10 Sekunden nach vorbeifahrenden Autos  | ntv;03.06.2024 09:22;111;317452;34,46;105,0;1;716;43;2059;106,0;0,5;1,2;1,8;3,8;5,0;7,6;7,1;9,5;13,1;16,3;15,2;18,8;0,0;0,0;145715,0;850;0;0;43;0;1056903,0;6,5;1;False;False;False;True;False
qmdyXg1MN1g;Mit Memes bis ins Weiße Haus? Kamala Harris reitet gewaltige Hype-Welle in Perfektion | ntv;26.07.2024 16:03;119;35392;0,0;19,0;2;345;226;57;207,0;0,9;6,4;2,6;13,9;3,0;12,6;3,2;11,7;5,8;15,6;8,4;15,8;;;5584,0;0;0;0;226;0;628469,0;7,5;2;False;False;True;False;False
P0SjderAfQc;Wie Influencerinnen für Trump-Propaganda kopiert werden - System digitaler Klone | ntv;31.08.2024 10:48;173;3081;45,23;2,0;0;56;7;24;23,0;;2,4;;7,8;0,7;16,5;1,2;18,3;2,6;21,3;7,1;21,9;;;60,0;20;0;0;7;0;26756,0;6,5;3;False;False;False;True;False
ZJOA1aEY0PM;"""""""Ukraine kann Putin aufhalten - wenn wir unterstützen"""" - Bidens kämpferische Staatsrede | ntv""";08.03.2024 17:59;235;60464;38,63;50,0;4;495;866;215;0,0;0,6;3,6;1,5;10,5;2,4;13,4;3,3;12,1;6,2;15,2;11,3;20,0;;;7354,0;198;0;0;866;0;1738952,0;6,5;2;False;True;False;False;False
uVjE0GMwws4;Deutschlands ältester Volunteer zeigt seinen EM-Alltag - Rentner seit WM 2006 dabei  | ntv;03.07.2024 09:49;171;480;35,74;1,0;0;9;2;4;2,0;;;;;;35,1;;;13,0;18,2;15,6;18,2;;;66,0;0;0;0;2;0;22314,0;7,5;1;False;False;False;True;False
Vxyo6bzsv5I;"""Peter Kloeppel: """"Waren genau unter Auge des Hurrikans"""" - Ex-RTL-Anchor lebt in Florida | ntv""";10.10.2024 14:33;248;253820;0,0;100,0;6;1080;105;242;214,0;1,0;3,5;2,9;9,3;4,4;10,5;5,8;8,6;11,8;10,8;18,2;12,8;;;34793,0;538;11;0;105;0;3402050,0;6,5;3;False;False;False;True;False
RUPMFRabj5A;"""Gressel über Drohungen aus Moskau: """"Putin stünde vor einem Krieg, den er nicht gewinnen kann"""" | ntv""";20.11.2024 10:13;243;689659;50,43;209,0;9;3102;851;581;2151,0;0,1;0,9;0,5;4,5;1,1;11,3;1,8;14,9;4,2;23,9;7,6;28,9;;0,0;28533,0;1537;38;0;851;2;2313793,0;8,5;3;False;True;False;False;False
vDwxWijp73o;Himmel füllte sich mit Gleitbomben - Verteidiger nennen Gründe für den Fall von Awdijiwka  | ntv;11.03.2024 20:52;156;68932;62,54;14,0;1;296;89;41;99,0;0,1;2,1;0,4;8,7;0,8;17,1;0,9;18,5;1,7;23,3;2,6;23,7;;;2426,0;186;0;0;89;0;334833,0;7,5;1;False;True;False;False;False
axFjD_AfX1I;DIW-Chef im Klima-Labor: Sollten wir das Heizungsgesetz behalten? | ntv;08.11.2024 16:57;98;3413;59,07;4,0;3;36;39;6;50,0;;;;10,3;;13,6;2,9;14,0;3,5;23,1;7,1;25,5;;;237,0;39;0;0;39;0;44630,0;7,5;3;False;False;False;True;False
jXCkQs158dQ;"""""""Haushaltsdebatte überflüssig - davon profitiert Putin"""": Michael Roth im ntv Frühstart | ntv""";21.08.2024 11:15;683;40949;31,68;7,0;1;151;309;47;316,0;0,2;1,2;0,9;4,4;1,7;8,5;3,1;11,3;6,7;18,9;15,3;27,7;;;985,0;24;1;0;309;0;437886,0;6,5;3;False;False;True;False;False
CAf11Dcjf5w;Reich dank Promi-Enthüllung? Das steckt hinter der Abzocke | ntv #Faktenzeichen;07.05.2024 16:56;903;10112;27,05;0,0;2;44;3;21;12,0;0,8;3,1;14,2;58,3;3,4;14,8;0,2;1,2;0,3;1,5;0,7;1,7;;;207,0;4;0;0;3;0;47502,0;6,5;1;False;False;False;True;False
i4vVHPZNczc;"""Saftiger Preis für Zuckerwasser - Granini reagiert auf Kostenexplosion mit """"Anpassung"""" | ntv""";31.05.2024 08:25;103;4328;34,04;0,0;0;21;1;9;20,0;0,2;0,6;1,0;2,2;2,9;6,6;4,6;10,0;9,5;20,1;14,0;28,4;;;191,0;41;0;0;1;0;18535,0;6,5;1;False;False;False;False;True
cglaUhrpok8;Diese Hunde sollen Lungenkrebs erschnüffeln können | ntv Service;18.06.2024 22:18;269;899;26,64;0,0;0;13;1;11;8,0;;;;;;;;;;;;;;;24,0;0;0;0;1;0;28889,0;6,5;1;False;False;False;True;False
u0Q0sHAq-2g;"""Schock und Wut in Esslingen: Mutter und Kinder von SUV getötet - """"Könnte uns auch passieren"""" | ntv""";23.10.2024 19:18;150;265233;65,66;172,0;8;2694;223;1175;829,0;0,8;2,0;2,9;6,8;6,0;10,9;7,4;9,8;13,3;12,3;16,1;11,6;0,0;0,0;20445,0;0;0;0;223;0;2216162,0;6,5;2;False;False;False;True;False
1BT5n29eelk;Wegen Panne verpasst: Kreuzfahrt-Kapitän legt vor Augen von Passagieren ab | ntv;03.04.2024 11:36;76;39726;68,03;7,0;0;224;48;99;77,0;0,8;6,2;2,2;16,0;2,8;16,9;3,3;12,4;5,7;13,8;6,7;13,1;;1,0;8137,0;0;0;0;48;0;1022455,0;6,5;1;False;False;False;True;False
v4GhBL8CtgU;"""""""Freuen Sie sich auf einen Schattenkanzler Bohlen?"""" | ntv #beisenherz""";26.11.2024 17:12;2510;197690;29,66;29,0;1;138;59;25;94,0;0,1;1,4;0,8;6,7;2,4;13,7;4,2;15,6;8,2;19,7;10,5;16,8;;;456,0;15;0;0;59;0;213152,0;5,5;3;False;False;True;False;False
BwXoodtRy9E;"""""""Ich hatte schon viele Würstchen"""" - Heidi Klum plaudert ungeniert intime Sex-Details aus | ntv""";01.02.2024 13:56;124;6244;58,05;9,0;2;15;18;13;0,0;1,3;3,0;0,7;8,2;2,3;9,7;0,8;9,7;2,3;19,7;2,7;39,5;;;1557,0;14;0;0;18;0;70348,0;6,5;2;False;False;False;True;False
gDRZrXDFTVk;"""""""Schlusslicht""""-Konter zum Einstieg - Habeck arbeitet sich an Merz ab und macht ein Angebot | ntv""";01.02.2024 11:57;339;320995;38,49;111,0;5;997;3761;459;0,0;0,2;1,5;0,5;4,8;1,2;9,6;2,3;11,8;6,1;21,9;10,9;28,9;;;24948,0;1614;0;0;3761;0;2052673,0;6,5;2;False;False;True;False;False
p0f-0olZwjw;"""Von Lucke: Kanzler geht auf Angriff - Scholz """"ist in den eigenen Reihen stärker als zuvor"""" | ntv""";14.03.2024 11:00;306;18966;50,99;7,0;1;97;13;23;31,0;;0,9;;4,3;0,4;9,1;2,2;10,6;6,8;17,4;19,4;28,9;;;443,0;37;0;0;13;0;107667,0;6,5;2;False;False;True;False;False
wShoKzSLzCQ;"""""""Für was werden wir bestraft?"""" - Raketen auf Wohnhaus hinterlassen Charkiw fassungslos| ntv""";16.09.2024 22:35;134;4644;42,89;2,0;1;48;11;10;32,0;;1,1;0,7;7,5;1,9;13,1;2,1;12,7;5,0;20,3;10,2;25,4;;;238,0;47;1;0;11;0;124863,0;6,5;3;False;True;False;False;False
51LNj3lPW7c;Niere für umgerechnet 2700 Euro: Mittellose Menschen in Myanmar bieten online Organe an | ntv;23.09.2024 16:23;190;512;38,05;0,0;0;11;1;4;10,0;;;;;;;;;;;;;;;6,0;1;0;0;1;0;17192,0;6,5;2;False;False;False;True;False
8POy7lo0Dro;"""Lindner: """"Wenn wir nichts tun, wird Deutschland ärmer""""| ntv""";06.02.2024 17:58;312;247571;41,54;127,0;8;919;2121;499;0,0;0,6;5,0;1,7;13,7;2,3;14,3;3,2;11,7;7,0;15,3;9,8;15,2;;0,0;22836,0;1144;0;0;2121;0;3769445,0;6,5;2;False;False;True;False;False
chkgWDzlqs0;"""""""Nichts Vergleichbares"""" - Das macht die Himmelsscheibe von Nebra so besonders | ntv""";05.08.2024 11:14;157;2329;41,58;0,0;0;23;2;22;4,0;;;;3,9;;7,6;1,2;8,3;10,3;18,3;19,7;30,8;;;559,0;14;0;0;2;0;25409,0;8,5;1;False;False;False;True;False
syYOcZ0Dtu8;Bodycam-Videos zeigen schwere Straßenkämpfe  In Wowtschansk | ntv;17.05.2024 16:18;135;61244;56,22;23,0;2;356;116;44;149,0;0,5;5,9;1,2;14,3;1,5;20,1;1,9;18,0;2,4;17,9;2,4;13,8;;1,0;6842,0;405;0;0;116;0;652111,0;6,5;1;False;True;False;False;False
JEIOSsjVbeE;"""Frankreich-Wahl """"ist Gefahr für uns in Deutschland"""" - Reporter Richter: Paris droht Dauerkrise | ntv""";01.07.2024 10:17;171;57355;57,34;36,0;0;344;344;88;448,0;0,8;5,3;2,0;13,4;2,6;13,8;3,5;11,5;6,3;15,3;9,6;15,9;;;4832,0;154;0;0;344;0;1379623,0;6,5;2;False;False;False;True;False
Xbfm3TRVa68;Müll am Mount Everest: Wer runterträgt, wird belohnt | #ntv;12.06.2024 13:23;111;951;63,43;0,0;0;7;0;3;8,0;;;;;;;;;;;;;;;145,0;21;0;0;0;0;21413,0;6,5;1;False;False;False;True;False
scjCfpayDTE;Mutmaßliche Sabotage in der Ostsee: Überwachungsvideo zeigt verdächtiges chinesisches Schiff | ntv;20.11.2024 10:33;108;162260;0,0;63,0;8;964;326;323;600,0;0,5;5,9;1,5;15,0;1,9;18,0;1,9;15,0;3,1;17,0;3,5;16,4;;1,0;14617,0;947;0;0;326;0;2212454,0;8,5;1;False;False;False;True;False
orX9rCsMOfs;"""Moskau soll """"Gigantisches"""" planen: Ukraine hat 1000 Quadratkilometer russisches Gebiet erobert | ntv""";13.08.2024 14:50;126;284304;59,06;145,0;7;1385;465;208;762,0;0,6;10,5;1,2;19,4;1,4;16,5;1,3;12,4;2,1;14,9;3,0;16,6;;0,0;45366,0;2600;63;136;465;0;4387278,0;6,5;1;False;True;False;False;False
KfaNrfKLovQ;"""""""Wie Hakenkreuz für Neonazis"""": Experte erklärt Herkunft und Bedeutung des Wolfsgrußes | ntv""";06.07.2024 16:40;269;53999;50,14;22,0;4;456;137;461;401,0;0,9;6,6;2,3;18,5;3,1;19,6;4,3;14,8;4,8;12,7;4,4;7,9;;;5838,0;78;0;0;137;0;203757,0;6,5;1;False;False;False;True;False
cV0BD3wWhGw;Wie das Trump-Lager mit Klagen die Wahl manipuliert - USA rüsten sich für wilde Tage  | ntv;05.11.2024 10:21;252;6140;44,01;5,0;1;50;23;12;25,0;;3,1;0,6;7,2;1,0;12,0;2,6;14,6;5,1;21,0;9,3;23,6;;;209,0;34;0;0;23;0;50771,0;6,5;2;False;False;True;False;False
TycTMl9671A;"""""""Neue Schulden schnüren uns die Gurgel ab"""" -  Mathias Middelberg, CDU-Finanzpolitiker im Frühstart""";02.05.2024 11:11;374;16289;38,57;6,0;1;84;69;13;70,0;0,6;2,0;0,8;7,0;1,5;9,6;2,7;10,8;7,3;18,0;13,8;25,9;;;865,0;15;0;0;69;0;341725,0;6,5;2;False;False;True;False;False
IsWD0Ov8XwE;"""""""Würde Trump nicht konservativ und rechts nennen"""" - Ex-Vizekanzler Gabriel zur US-Wahl | ntv""";06.11.2024 02:30;288;6278;31,87;1,0;0;30;12;16;20,0;;2,8;0,6;9,6;0,8;8,9;2,3;10,2;5,4;15,8;18,1;25,5;;;552,0;21;0;0;12;0;34640,0;6,5;3;False;False;True;False;False
cWs_8swdj4c;"""Paris Hilton über Zeit in Internat: """"Wurde vom Personal sexuell missbraucht"""" | ntv""";27.06.2024 09:49;116;2052;56,98;0,0;0;28;5;10;17,0;;;;11,0;3,5;28,4;6,8;18,0;2,6;15,4;2,1;12,1;;;252,0;0;0;0;5;0;23922,0;6,5;2;False;False;False;True;False
RliGGEQncKo;"""Wegen """"fatalem Fehler"""" läuft Zeit """"militärisch gegen uns - General zur militärischen Lage | ntv""";06.05.2024 18:21;764;594342;32,77;123,0;6;1192;756;248;741,0;0,1;1,0;0,3;4,4;0,7;11,3;1,1;16,4;2,3;24,6;5,0;32,7;;;13309,0;268;0;0;756;0;1485813,0;4,5;2;False;True;False;False;False
ZYxQ0by5WiY;Saufen erst ab 18? Suchtbeauftragter ist dafür | ntv;29.08.2024 08:15;106;442;48,78;1,0;0;32;6;15;20,0;;;;22,0;;21,2;;19,5;;;25,4;11,9;;;18,0;3;1;0;6;0;13942,0;6,5;2;False;False;True;False;False
V7wOymY04bY;"""""""Keine Gleichsetzung zwischen Israel und Hamas"""" - USA empört über Haftbefehl-Antrag | ntv""";21.05.2024 09:57;108;8202;0,0;4,0;0;102;26;27;155,0;0,4;8,6;2,0;20,8;3,1;19,1;3,6;11,6;5,4;9,9;5,5;10,1;;;876,0;27;0;0;26;0;79872,0;7,5;2;False;True;False;False;False
_brUqNMGvXA;"""""""Wir müssen dringend an strukturelle Themen heran"""": BDI-Chefin im Frühstart | ntv""";09.10.2024 10:57;522;6598;30,06;2,0;0;35;21;7;32,0;;;;9,6;1,0;13,8;3,0;13,3;7,8;19,4;11,1;21,1;;;167,0;10;2;0;21;0;97889,0;6,5;3;False;False;False;False;True
DhyhhWuS54s;Nach Rückzug von Biden: Alle 50 Parteivorsitzenden unterstützen offenbar Harris | ntv;22.07.2024 08:14;162;65410;52,58;47,0;8;458;111;82;207,0;2,1;9,7;3,5;19,1;2,9;13,7;3,1;9,3;4,8;11,9;7,0;12,8;;;11564,0;318;0;51;111;0;2658796,0;8,5;2;False;False;True;False;False
Oz8E0tpppi0;"""""""Ganz Köln hasst die AfD"""" - Zehntausende bei Demo gegen Rechts | ntv""";17.01.2024 09:28;97;35284;57,17;31,0;1;604;1828;351;0,0;0,7;4,7;1,7;9,0;2,8;11,3;4,0;10,9;8,0;17,1;12,0;17,7;;1,0;9604,0;111;0;0;1867;0;577915,0;6,5;1;False;False;True;False;False
q9cpl1K1wdE;Biden empfängt Nachfolger in D.C.: Trump überrascht mit weiteren Personalentscheidungen | ntv;14.11.2024 10:24;110;36533;41,68;21,0;2;137;31;25;78,0;0,5;4,7;1,2;11,2;2,1;12,0;2,8;11,0;5,8;15,7;10,9;21,9;;1,0;6288,0;217;0;0;31;0;842355,0;7,5;3;False;False;True;False;False
vfq1HofDcdY;Kult-Manager verstorben: Wie Willi Lemke bei Werder Bremen Geschichte schrieb | ntv;13.08.2024 17:02;182;20557;57,19;5,0;2;148;2;64;29,0;;3,9;0,4;10,0;1,3;19,1;1,4;17,1;3,1;20,9;4,9;18,0;;;2915,0;44;0;0;2;0;154019,0;6,5;2;False;False;False;True;False
iHKn_1ozWrc;So gelingt die Bartpflege richtig | ntv Service;28.09.2024 12:00;323;1731;32,46;1,0;1;28;5;4;15,0;;6,8;;8,0;;17,5;2,5;17,0;3,6;18,4;8,4;17,7;;;24,0;3;0;0;5;0;33852,0;6,5;2;False;False;False;True;False
Cz4l07NjmBc;"""Ampel wird """"auf Gedeih und Verderb weiterarbeiten"""": Boese zu möglichen Neuwahlen | ntv""";02.09.2024 15:16;178;103989;53,77;68,0;1;815;377;244;868,0;0,7;3,7;1,5;9,7;2,1;12,0;3,1;11,2;7,3;17,0;12,1;19,4;;;7815,0;250;0;0;377;0;2504457,0;6,5;3;False;False;True;False;False
_24HPhL5sns;"""""""Kreml bestärkt darin, dass Donbass-Eroberung möglich ist"""" - Munz zu Abzug aus Wuhledar | ntv""";03.10.2024 10:12;161;76872;50,85;33,0;2;453;154;52;211,0;0,3;2,1;0,8;6,9;1,4;11,0;1,9;13,8;3,5;21,0;7,2;30,0;;;4721,0;630;11;0;154;0;1489334,0;6,5;3;False;True;False;False;False
9A4GM4kzZcA;"""""""Biden hat Angst, dass Konflikt außer Kontrolle gerät"""" - Kleim zur Eskalation in Nahost  | ntv""";14.04.2024 10:54;599;118947;44,44;35,0;0;250;75;52;181,0;0,4;1,9;0,8;7,5;2,4;12,7;3,9;14,1;7,4;17,5;11,4;19,9;;;2965,0;111;0;0;75;0;476046,0;6,5;2;False;False;True;False;False
ehhp10s09kM;"""""""Grund, sich Sorgen zu machen"""" - Thiele zu Putins Atom-Drohungen  | ntv""";13.03.2024 14:14;200;105811;63,05;47,0;3;550;161;119;211,0;0,2;1,2;0,8;5,0;1,5;12,7;2,3;15,8;4,9;23,4;7,2;24,9;;;5960,0;477;0;0;161;0;531293,0;6,5;2;False;True;False;False;False
rxeBfvf5fEY;"""Nachbarskinder stören Frau - sie erschießt deren Mutter: Täterin plädiert auf """"Notwehr""""  | ntv""";25.08.2024 19:39;170;5079;51,98;2,0;1;74;13;16;25,0;;2,3;0,9;8,4;3,5;12,9;3,5;13,3;8,9;17,3;11,2;17,7;;;135,0;0;0;0;13;0;39144,0;8,5;3;False;False;False;True;False
DMdlQr4GxRU;Mareile Höppner: Dickpics sind ein Riesenthema | ntv;10.04.2024 17:56;73;1943;55,44;2,0;0;26;4;11;6,0;;;;9,9;;26,4;2,2;17,8;3,3;25,0;2,9;12,5;;;873,0;12;0;0;4;0;20971,0;6,5;2;False;False;False;True;False
Xb5rzfey7hI;Keine Reue bei Akremi und Garcia - Nach Mockridge-Skandal: Podcaster setzen einen drauf | ntv;13.09.2024 08:30;98;10796;56,83;2,0;0;50;74;14;92,0;0,2;5,0;3,9;24,0;3,7;26,1;2,6;11,9;3,0;9,3;3,2;7,0;;;2262,0;0;0;0;74;0;61819,0;6,5;2;False;False;False;True;False
_9OxHs3hSqc;"""Peinliche """"Kasperei"""" oder Coup? Bundestags-Abgeordnete rappt umgedichteten Hit | ntv""";24.10.2024 10:03;95;1522;50,22;0,0;1;37;58;19;59,0;;6,1;;11,7;3,4;16,9;2,8;15,2;5,8;11,1;8,2;18,8;;;127,0;5;0;0;58;0;20495,0;6,5;2;False;False;True;False;False
24_Ap17r2kk;"""Bizarre Szene bei """"Sierra Madre"""": Chinas Militär schnappt Philippinern Essenspakete weg | ntv""";06.06.2024 06:59;96;2890;55,58;2,0;0;13;2;1;1,0;;;;8,3;;18,2;;17,3;1,9;25,6;3,6;25,0;;;161,0;65;0;0;2;0;27402,0;6,5;1;False;False;False;True;False
4-3sHRJMqzQ;"""""""Trump wird mit Harris genauso umgehen wie mit Clinton"""" - Kampagne überrascht Jäger nicht  | ntv""";23.07.2024 20:01;230;186852;53,03;106,0;5;1016;287;132;389,0;0,9;4,1;1,8;8,7;2,1;9,7;2,7;10,4;6,1;17,5;13,0;22,9;;;15982,0;350;0;0;287;0;7160825,0;6,5;2;False;False;True;False;False
iI5n9OFCmbY;Wie hoch ist die Gefahr einer atomaren Eskalation? - Experte Lange ordnet SIPRI-Zahlen ein | ntv;17.06.2024 23:38;238;41859;51,53;11,0;0;244;186;53;249,0;0,4;2,7;1,4;8,3;2,8;13,7;3,7;15,0;6,4;19,1;9,0;17,5;;;1470,0;126;0;0;186;0;556446,0;7,5;2;False;True;False;False;False
nZOvLmgmRHU;Familie stirbt auf der Autobahn - Überlebende spricht erstmals über Horror-Unfall auf A5 | ntv;20.03.2024 20:43;187;3833;46,29;0,0;0;36;1;11;7,0;1,2;3,2;4,5;6,4;8,1;9,8;9,1;11,0;13,8;17,2;6,2;9,4;;;619,0;6;0;0;1;0;27337,0;8,5;1;False;False;False;True;False
VQxfrm0YSh0;Nervenkitzel im Hollands größtem Freizeitpark Efteling | ntv-Service-Reportage;21.08.2024 20:00;487;12450;25,81;4,0;1;44;4;60;6,0;2,0;2,5;7,0;9,6;17,8;18,9;8,6;11,8;4,9;7,7;3,3;5,9;;;2296,0;8;1;0;4;0;51979,0;6,5;2;False;False;False;True;False
Jo9eWJQ4G-8;Omid Nouripour zu den Wahlergebnissen in Thüringen und Sachsen | ntv;01.09.2024 19:21;100;67419;59,47;28,0;5;553;1772;235;1644,0;0,7;5,6;1,7;14,7;2,3;18,0;2,8;14,5;5,2;15,8;5,9;12,5;;;9152,0;423;0;0;1772;0;2369012,0;8,5;3;False;False;True;False;False
uawNDphWPZQ;Elon Musk im US-Regierungs-Team: Reichster Mann der Welt soll Trump beim Sparen helfen | ntv;13.11.2024 09:38;112;32835;55,92;30,0;6;262;63;202;249,0;1,8;11,8;4,1;26,4;3,2;17,2;2,9;9,6;3,3;8,4;3,8;7,5;;;6967,0;357;4;0;63;1;1393200,0;6,5;3;False;False;True;False;False
G-NQ5mx4Ctk;Spitzenrunde  Schicksalswahl für Thüringen - Der Talk in voller Länge | ntv;29.08.2024 09:50;5436;599007;25,02;34,0;3;236;144;134;280,0;0,5;5,3;1,2;14,3;2,3;17,4;2,8;15,4;4,9;15,7;5,7;14,4;;;2247,0;0;0;0;144;0;238566,0;6,5;2;False;False;True;False;False
72tNfZ63sO4;Was Einsteigerinnen über ETFs wissen sollten | ntv #GeldistFrauensache;27.11.2024 08:23;155;2421;29,01;2,0;0;17;7;28;7,0;;1,3;1,7;14,5;4,3;14,7;4,0;13,2;8,1;10,3;10,9;16,9;;;1205,0;8;0;0;7;0;18541,0;6,5;2;False;False;False;False;True
vq7CDenD4To;"""""""Scholz braucht keine Telefon-Tipps von Spahn"""" - Katja Mast im ntv Frühstart | ntv""";18.07.2024 09:54;403;2424;35,21;1,0;3;19;18;7;17,0;;;;6,8;2,6;11,3;2,8;11,8;8,0;18,9;17,7;20,0;;;19,0;4;0;0;18;0;23451,0;6,5;2;False;False;True;False;False
jZ_3b1FFWXI;Sturmangriff-Video offenbart Kreml-Taktik in Awdijiwka  | ntv;22.01.2024 13:27;95;103393;65,93;49,0;4;441;253;39;0,0;0,3;2,5;0,6;8,4;1,2;15,8;1,4;17,7;2,3;23,3;3,2;23,2;;;16931,0;1050;0;0;253;0;1264749,0;6,5;1;False;True;False;False;False
ZrMi1Ker5e8;"""Russische Angriffe auf die NATO? - Thiele: BND-Warnung """"ist zum Teil eine Nebelkerze"""" | ntv""";28.11.2024 12:12;224;58544;51,98;18,0;1;351;55;91;135,0;0,1;0,8;0,5;4,0;1,6;10,8;2,5;14,5;5,8;21,7;9,7;27,7;;;1783,0;102;4;0;55;0;353706,0;6,5;3;False;True;False;False;False
BuBrfXrDjyU;"""Taurus-Antrag """"soll von Unions-Versagen ablenken"""" - FDP-Fraktionschef Dürr im Frühstart | ntv""";14.03.2024 11:15;417;2096;35,12;1,0;0;9;7;9;7,0;;;;9,0;;9,4;;12,4;5,1;18,4;23,1;22,6;;;27,0;5;0;0;7;0;20186,0;8,5;2;False;True;False;False;False
DbLfWbdimVs;"""Wehmut, Stolz und Glücksgefühl - 16 Jahre """"Keile"""" mit der Bahn - Weselsky blickt zurück"""" | ntv""";05.09.2024 23:58;678;44869;40,81;13,0;1;326;8;141;84,0;;15,1;0,2;23,0;0,3;17,6;0,3;14,9;0,4;14,0;1,6;12,6;;;1058,0;32;0;0;8;0;190254,0;6,5;3;False;False;False;False;True
uTENIqDHYRE;"""""""Sie nennen es 'Ballermann'"""": Mallorquiner werfen Deutschen fehlenden Respekt vor | ntv""";12.08.2024 16:46;89;51337;65,66;32,0;0;758;116;200;531,0;0,5;3,2;1,6;11,4;2,3;13,8;3,2;12,5;6,6;16,7;9,8;18,4;;;5831,0;281;16;0;116;0;1428136,0;6,5;2;False;False;False;True;False
jUkEqHQ1Dfg;"""Attentat schockt Slowakei - Umbach: """"Ficos Innenpolitik ist seit jeher umstritten"""" | ntv""";15.05.2024 20:23;290;22162;25,41;16,0;1;92;40;33;91,0;2,7;12,6;4,1;16,3;4,4;12,9;4,2;10,7;5,6;10,8;5,8;9,7;;;8480,0;31;0;0;40;0;2066666,0;6,5;2;False;False;False;True;False
B5mgg2hK0QY;"""""""Umfragen gehen wieder hoch"""" - Habeck lobt Umstrukturierung der Grünen """"in Windeseile"""" | ntv""";30.09.2024 10:48;339;32688;26,23;9,0;6;165;379;57;404,0;0,2;1,3;0,6;3,5;1,0;6,2;2,5;9,1;8,0;19,4;17,7;30,6;;;1882,0;71;7;0;379;0;349445,0;6,5;3;False;False;True;False;False
C44zqNsuwLk;Long-Covid-Erkrankte kämpfen gegen ewiges Stigma - Bisher wenig neue Erkenntnisse | ntv;17.05.2024 07:58;143;2422;56,91;2,0;0;24;5;25;15,0;;;;;;24,4;;13,3;12,9;10,8;13,3;25,4;;;307,0;8;0;0;5;0;21532,0;7,5;1;False;False;False;True;False
ZM8L6vPK1pA;Im Extremtiefflug zuschlagen: Hochriskante Helikopter-Manöver ukrainischer Kampfpiloten  | ntv;24.01.2024 08:37;105;20888;59,77;5,0;3;197;34;13;0,0;0,2;1,4;0,3;5,8;0,8;12,9;1,0;16,1;1,6;28,1;2,2;29,6;;;2049,0;244;0;0;34;0;163183,0;6,5;1;False;True;False;False;False
